genome_id,gene_symbol,element_type,element_subtype,class,subclass,pct_coverage,pct_identity
72407.580,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.580,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.580,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.580,silE,STRESS,METAL,SILVER,SILVER,,
72407.580,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.580,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.580,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.580,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.580,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.580,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.580,silP,STRESS,METAL,SILVER,SILVER,,
72407.580,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.580,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.580,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.580,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.580,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.580,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.580,iutA,VIRULENCE,VIRULENCE,,,,
72407.580,iucC,VIRULENCE,VIRULENCE,,,,
72407.580,iucB,VIRULENCE,VIRULENCE,,,,
72407.580,iucA,VIRULENCE,VIRULENCE,,,,
72407.580,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.580,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.580,dfrA5,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.580,blaTEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.580,blaCTX-M-15,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.580,sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.580,aph(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.580,aph(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.580,dfrA14,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.580,armA,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,,
72407.580,tet(A),AMR,AMR,TETRACYCLINE,TETRACYCLINE,,
72407.580,qnrB1,AMR,AMR,QUINOLONE,QUINOLONE,,
72407.580,merE,STRESS,METAL,MERCURY,MERCURY,,
72407.580,merD,STRESS,METAL,MERCURY,MERCURY,,
72407.580,merF,STRESS,METAL,MERCURY,MERCURY,,
72407.580,merP,STRESS,METAL,MERCURY,MERCURY,,
72407.580,merT,STRESS,METAL,MERCURY,MERCURY,,
72407.580,merR,STRESS,METAL,MERCURY,MERCURY,,
72407.580,blaVEB-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.580,catB3,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
72407.580,blaOXA-1,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.580,aac(6')-Ib-cr5,AMR,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,,
72407.581,gyrA_D87A,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.581,gyrA_S83F,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.581,parC_S80I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.581,blaSHV-28,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.581,ompK35_D159AfsTer8,AMR,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,,
72407.581,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.581,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.581,dfrA50,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.581,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.581,blaCTX-M-15,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.581,fieF,STRESS,METAL,,,,
72407.581,nfsB_E175Ter,AMR,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,,
72407.581,ramR_A19V,AMR,POINT,TETRACYCLINE,TIGECYCLINE,,
72407.581,hsp20,STRESS,HEAT,,,,
72407.581,clpK,STRESS,HEAT,,,,
72407.581,arsR,STRESS,METAL,ARSENIC,ARSENIC,,
72407.581,arsD,STRESS,METAL,ARSENIC,ARSENITE,,
72407.581,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.581,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.581,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.581,pcoE,STRESS,METAL,COPPER,COPPER,,
72407.581,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.581,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.581,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.581,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.581,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.581,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.581,silP,STRESS,METAL,SILVER,SILVER,,
72407.581,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.581,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.581,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.581,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.581,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.581,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.581,silE,STRESS,METAL,SILVER,SILVER,,
72407.581,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.581,tet(A),AMR,AMR,TETRACYCLINE,TETRACYCLINE,,
72407.581,blaVEB-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.581,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.581,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.581,armA,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,,
72407.581,aph(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.581,aph(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.581,sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.581,merR,STRESS,METAL,MERCURY,MERCURY,,
72407.581,merT,STRESS,METAL,MERCURY,MERCURY,,
72407.581,merP,STRESS,METAL,MERCURY,MERCURY,,
72407.581,merC,STRESS,METAL,MERCURY,ORGANOMERCURY,,
72407.581,dfrA14,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.581,mph(E),AMR,AMR,MACROLIDE,ERYTHROMYCIN,,
72407.581,msr(E),AMR,AMR,MACROLIDE/STREPTOGRAMIN,AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN,,
72407.581,aac(6')-Ib,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,,
72407.582,ybtP,VIRULENCE,VIRULENCE,,,,
72407.582,ybtQ,VIRULENCE,VIRULENCE,,,,
72407.582,blaSHV-187,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.582,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.582,oqxB25,AMR,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,,
72407.582,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.582,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.582,fieF,STRESS,METAL,,,,
72407.582,silE,STRESS,METAL,SILVER,SILVER,,
72407.582,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.582,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.582,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.582,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.582,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.582,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.582,silP,STRESS,METAL,SILVER,SILVER,,
72407.582,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.582,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.582,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.582,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.582,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.582,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.582,pcoE,STRESS,METAL,COPPER,COPPER,,
72407.582,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.582,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.582,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.582,arsD,STRESS,METAL,ARSENIC,ARSENITE,,
72407.582,arsR,STRESS,METAL,ARSENIC,ARSENIC,,
72407.582,clpK,STRESS,HEAT,,,,
72407.582,hsp20,STRESS,HEAT,,,,
72407.582,dfrA14,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.582,qnrB1,AMR,AMR,QUINOLONE,QUINOLONE,,
72407.582,blaCTX-M-15,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.582,blaTEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.582,aph(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.582,aph(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.582,sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.582,tet(A),AMR,AMR,TETRACYCLINE,TETRACYCLINE,,
72407.582,aac(3)-IIe,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,,
72407.582,catB3,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
72407.582,blaOXA-1,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.582,aac(6')-Ib-cr5,AMR,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,,
72407.583,blaSHV-187,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.583,ybtQ,VIRULENCE,VIRULENCE,,,,
72407.583,ybtP,VIRULENCE,VIRULENCE,,,,
72407.583,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.583,oqxB25,AMR,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,,
72407.583,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.583,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.583,fieF,STRESS,METAL,,,,
72407.583,silE,STRESS,METAL,SILVER,SILVER,,
72407.583,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.583,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.583,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.583,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.583,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.583,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.583,silP,STRESS,METAL,SILVER,SILVER,,
72407.583,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.583,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.583,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.583,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.583,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.583,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.583,pcoE,STRESS,METAL,COPPER,COPPER,,
72407.583,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.583,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.583,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.583,arsD,STRESS,METAL,ARSENIC,ARSENITE,,
72407.583,arsR,STRESS,METAL,ARSENIC,ARSENIC,,
72407.583,clpK,STRESS,HEAT,,,,
72407.583,hsp20,STRESS,HEAT,,,,
72407.583,qnrB1,AMR,AMR,QUINOLONE,QUINOLONE,,
72407.583,tet(A),AMR,AMR,TETRACYCLINE,TETRACYCLINE,,
72407.583,sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.583,aph(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.583,aph(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.583,blaTEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.583,blaCTX-M-15,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.583,dfrA14,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.583,catB3,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
72407.583,blaOXA-1,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.583,aac(6')-Ib-cr5,AMR,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,,
72407.583,aac(3)-IIe,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,,
72407.584,blaSHV-110,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.584,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.584,oqxB19,AMR,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,,
72407.584,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.584,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.584,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.584,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.584,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.584,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.584,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.584,silP,STRESS,METAL,SILVER,SILVER,,
72407.584,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.584,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.584,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.584,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.584,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.584,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.584,silE,STRESS,METAL,SILVER,SILVER,,
72407.584,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.584,fieF,STRESS,METAL,,,,
72407.584,blaTEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.584,blaCTX-M-15,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.585,gyrA_D87A,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.585,gyrA_S83F,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.585,blaSHV-28,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.585,ompK35_D159AfsTer8,AMR,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,,
72407.585,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.585,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.585,parC_S80I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.585,dfrA50,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.585,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.585,fieF,STRESS,METAL,,,,
72407.585,nfsB_E175Ter,AMR,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,,
72407.585,ramR_A19V,AMR,POINT,TETRACYCLINE,TIGECYCLINE,,
72407.585,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.585,arsR,STRESS,METAL,ARSENIC,ARSENIC,,
72407.585,arsD,STRESS,METAL,ARSENIC,ARSENITE,,
72407.585,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.585,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.585,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.585,pcoE,STRESS,METAL,COPPER,COPPER,,
72407.585,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.585,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.585,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.585,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.585,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.585,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.585,silP,STRESS,METAL,SILVER,SILVER,,
72407.585,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.585,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.585,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.585,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.585,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.585,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.585,silE,STRESS,METAL,SILVER,SILVER,,
72407.585,tet(A),AMR,AMR,TETRACYCLINE,TETRACYCLINE,,
72407.585,clpK,STRESS,HEAT,,,,
72407.585,hsp20,STRESS,HEAT,,,,
72407.585,sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.585,aph(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.585,aph(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.585,blaTEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.585,blaCTX-M-15,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.585,dfrA14,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.585,qnrB1,AMR,AMR,QUINOLONE,QUINOLONE,,
72407.585,armA,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,,
72407.585,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.585,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.586,gyrA_D87A,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.586,gyrA_S83F,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.586,ramR_A19V,AMR,POINT,TETRACYCLINE,TIGECYCLINE,,
72407.586,nfsB_E175Ter,AMR,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,,
72407.586,sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.586,aph(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.586,aph(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.586,blaTEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.586,blaCTX-M-15,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.586,ompK35_D159AfsTer8,AMR,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,,
72407.586,parC_S80I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.586,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.586,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.586,blaSHV-28,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.586,dfrA50,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.586,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.586,fieF,STRESS,METAL,,,,
72407.586,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.586,iutA,VIRULENCE,VIRULENCE,,,,
72407.586,iucC,VIRULENCE,VIRULENCE,,,,
72407.586,iucB,VIRULENCE,VIRULENCE,,,,
72407.586,iucA,VIRULENCE,VIRULENCE,,,,
72407.586,aac(6')-Ib3,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,,
72407.586,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.586,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.586,armA,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,,
72407.586,dfrA14,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.586,tet(A),AMR,AMR,TETRACYCLINE,TETRACYCLINE,,
72407.586,blaVEB-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.586,qnrB1,AMR,AMR,QUINOLONE,QUINOLONE,,
72407.587,gyrA_D87A,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.587,gyrA_S83F,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.587,ompK35_D159AfsTer8,AMR,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,,
72407.587,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.587,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.587,parC_S80I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.587,blaSHV-28,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.587,dfrA50,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.587,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.587,fieF,STRESS,METAL,,,,
72407.587,ramR_A19V,AMR,POINT,TETRACYCLINE,TIGECYCLINE,,
72407.587,nfsB_E175Ter,AMR,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,,
72407.587,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.587,silE,STRESS,METAL,SILVER,SILVER,,
72407.587,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.587,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.587,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.587,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.587,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.587,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.587,silP,STRESS,METAL,SILVER,SILVER,,
72407.587,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.587,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.587,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.587,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.587,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.587,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.587,pcoE,STRESS,METAL,COPPER,COPPER,,
72407.587,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.587,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.587,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.587,arsD,STRESS,METAL,ARSENIC,ARSENITE,,
72407.587,arsR,STRESS,METAL,ARSENIC,ARSENIC,,
72407.587,merE,STRESS,METAL,MERCURY,MERCURY,,
72407.587,merD,STRESS,METAL,MERCURY,MERCURY,,
72407.587,merA,STRESS,METAL,MERCURY,MERCURY,,
72407.587,merT,STRESS,METAL,MERCURY,MERCURY,,
72407.587,merR,STRESS,METAL,MERCURY,MERCURY,,
72407.587,iutA,VIRULENCE,VIRULENCE,,,,
72407.587,iucC,VIRULENCE,VIRULENCE,,,,
72407.587,iucB,VIRULENCE,VIRULENCE,,,,
72407.587,iucA,VIRULENCE,VIRULENCE,,,,
72407.587,clpK,STRESS,HEAT,,,,
72407.587,hsp20,STRESS,HEAT,,,,
72407.587,sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.587,aph(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.587,aph(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.587,blaTEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.587,blaCTX-M-15,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.587,armA,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,,
72407.587,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.587,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.587,dfrA14,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.587,tet(A),AMR,AMR,TETRACYCLINE,TETRACYCLINE,,
72407.587,qnrB1,AMR,AMR,QUINOLONE,QUINOLONE,,
72407.587,aac(3)-IIe,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,,
72407.587,blaVEB-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.587,catB3,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
72407.587,blaOXA-1,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.587,aac(6')-Ib,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,,
72407.588,blaSHV-11,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.588,ybtQ,VIRULENCE,VIRULENCE,,,,
72407.588,ybtP,VIRULENCE,VIRULENCE,,,,
72407.588,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.588,oqxB25,AMR,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,,
72407.588,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.588,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.588,fieF,STRESS,METAL,,,,
72407.588,hsp20,STRESS,HEAT,,,,
72407.588,clpK,STRESS,HEAT,,,,
72407.588,silE,STRESS,METAL,SILVER,SILVER,,
72407.588,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.588,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
